Date,CAT,DE,HON,GE,LMT,NOC,RTX,BA,MMM,ITW,EMR,ETN,PH,GD,UPS,FDX,CMI,DAL,LUV,UNP,NSC,CSX,ROP,ROK,OTIS
2020-01-22,126.78459930419922,158.18301391601562,149.75148010253906,55.17999267578125,363.4145202636719,341.2940368652344,83.89299011230469,307.17242431640625,119.3617172241211,155.130615234375,67.36217498779297,87.43689727783203,182.55662536621094,159.96168518066406,92.31867980957031,139.9115753173828,146.49652099609375,57.6219482421875,49.782745361328125,159.31292724609375,179.60546875,22.94670867919922,363.5147705078125,179.4854278564453,
2020-01-23,126.89132690429688,159.0148162841797,149.360595703125,57.12124252319336,367.1478271484375,346.91375732421875,83.89844512939453,315.9104309082031,119.16729736328125,156.95712280273438,67.86071014404297,88.10283660888672,185.37660217285156,161.2895965576172,92.05885314941406,139.31788635253906,147.83139038085938,58.23062515258789,51.57000732421875,164.8250274658203,184.4416961669922,23.571044921875,366.2242736816406,182.11402893066406,
2020-01-24,124.78458404541016,157.22183227539062,147.3228759765625,56.83005142211914,370.3331298828125,347.04107666015625,83.56571197509766,321.1393127441406,119.44216918945312,154.07321166992188,67.08230590820312,87.1489028930664,182.13406372070312,161.68276977539062,91.84627532958984,138.58926391601562,145.66976928710938,56.82003402709961,52.640499114990234,163.49542236328125,183.77859497070312,23.589496612548828,364.65673828125,179.79147338867188,
2020-01-27,120.65113830566406,150.90042114257812,144.33702087402344,55.519710540771484,370.23040771484375,344.7040710449219,82.38740539550781,314.72747802734375,117.75260925292969,151.5125732421875,64.49348449707031,85.16909790039062,178.22096252441406,159.4986572265625,90.47637939453125,133.56997680664062,141.8978271484375,54.90703201293945,52.361244201660156,157.14686584472656,179.1810302734375,23.11893653869629,360.4376220703125,174.57025146484375,
2020-01-28,121.54895782470703,150.6231689453125,145.93389892578125,56.9271240234375,374.33184814453125,347.2229919433594,83.38568115234375,314.6877136230469,111.01451110839844,153.68870544433594,65.09695434570312,86.63595581054688,180.7745819091797,160.42471313476562,90.8306655883789,133.48902893066406,143.02598571777344,55.5350341796875,53.6179084777832,158.1770477294922,181.03775024414062,23.441877365112305,365.68243408203125,177.04583740234375,
2020-01-29,120.6955795288086,148.01699829101562,146.1085968017578,62.79941177368164,371.4804382324219,347.9595031738281,83.3638687133789,320.1153869628906,108.61427307128906,153.64495849609375,64.64215087890625,87.17593383789062,182.81381225585938,160.28492736816406,91.1377182006836,133.1831512451172,142.69007873535156,54.73311996459961,52.95699691772461,160.06130981445312,189.94114685058594,23.844772338867188,366.2242736816406,176.59573364257812,
2020-01-30,120.3311538696289,148.89495849609375,148.32925415039062,61.780242919921875,373.24444580078125,349.978271484375,84.0075454711914,321.3878173828125,108.95618438720703,155.4714813232422,64.57218933105469,87.4999008178711,188.4446258544922,158.32797241210938,85.02827453613281,133.363037109375,143.0431671142578,55.16788864135742,51.97026824951172,161.197265625,189.6493377685547,23.921661376953125,376.7911376953125,175.37144470214844,
2020-01-31,116.75776672363281,146.55674743652344,144.0708465576172,60.42136764526367,366.58270263671875,340.6120300292969,81.93463134765625,316.3875732421875,106.37491607666016,152.9196319580078,62.64805603027344,85.01607513427734,179.7549591064453,153.26962280273438,81.50115203857422,130.10678100585938,137.7641143798828,53.85392379760742,51.17902755737305,157.9833526611328,184.0880889892578,23.478782653808594,369.32086181640625,172.53575134277344,
2020-02-03,115.3532943725586,146.2887725830078,142.4905548095703,59.499267578125,362.93505859375,330.77294921875,81.79825592041016,314.1310119628906,104.9870834350586,154.21304321289062,63.49641418457031,85.93402099609375,181.99627685546875,154.300537109375,80.3281021118164,129.38717651367188,140.2787628173828,54.14375686645508,51.4024543762207,158.74940490722656,183.00938415527344,23.7125244140625,367.433837890625,175.1463623046875,
2020-02-04,118.67781066894531,151.96324157714844,145.72598266601562,61.05226516723633,368.8603210449219,329.0088195800781,83.46204376220703,316.0595397949219,105.42288208007812,159.08078002929688,64.05615997314453,90.8116226196289,189.33563232421875,156.84278869628906,81.39094543457031,132.6884307861328,138.651123046875,55.969810485839844,51.83064651489258,161.34689331054688,187.3240509033203,23.918582916259766,373.7044372558594,182.19508361816406,
2020-02-05,122.17119598388672,155.58607482910156,147.131591796875,62.41114807128906,372.636474609375,334.455810546875,84.89672088623047,327.6008605957031,108.83552551269531,162.34056091308594,66.47882843017578,92.09854125976562,193.3038787841797,160.7217254638672,83.48518371582031,134.88320922851562,143.3273468017578,56.89731979370117,53.01284408569336,162.9759063720703,189.0304718017578,24.041610717773438,373.2786560058594,184.78770446777344,
2020-02-06,122.00231170654297,156.05738830566406,146.67413330078125,62.847938537597656,375.8731384277344,330.77294921875,85.20764923095703,339.4106140136719,109.21094512939453,162.61146545410156,65.81411743164062,92.22451782226562,193.5714111328125,162.6087646484375,83.85520935058594,133.6959228515625,142.9140167236328,56.21134948730469,53.729618072509766,163.87403869628906,188.87059020996094,24.087736129760742,372.591552734375,184.57167053222656,
